"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
2.45776787448858,4.52463793928373,1.99100796217627,2.27253633598636,0.0230541359241857,0.117969324294328,"ENST00000414726"
1.98485081068249,3.0998732146772,1.88054733096648,1.64838883001369,0.0992729066864939,NA,"ENST00000607933"
23.6821480814052,4.25208529119139,1.11218600982095,3.82317818570287,0.000131742502892881,0.00169383218005133,"ENST00000608286"
0,NA,NA,NA,NA,NA,"ENST00000456786"
1.46410409143936,3.76287935445481,2.17417267626979,1.7307178015459,0.0835021086426116,NA,"ENST00000420638"
3.18720327356319,4.8940897247848,1.82687589836171,2.67893934622142,0.00738557708554612,0.0495502287002517,"ENST00000398242"
0.144459174676528,0.479846348790097,4.0804728567969,0.117595770301672,0.906387956502749,NA,"ENST00000448070"
0.166082539324413,0.519774872241617,4.0804728567969,0.127381039032234,0.898638822644231,NA,"ENST00000424770"
0,NA,NA,NA,NA,NA,"ENST00000612550"
0.16612281271171,0.519412903998049,4.0804728567969,0.127292331606337,0.898709029427658,NA,"ENST00000399687"
0,NA,NA,NA,NA,NA,"ENST00000427602"
0.166768064307237,0.513691657109227,4.0804728567969,0.125890227710635,0.899818818288674,NA,"ENST00000426076"
0,NA,NA,NA,NA,NA,"ENST00000421957"
0,NA,NA,NA,NA,NA,"ENST00000623630"
0,NA,NA,NA,NA,NA,"ENST00000450340"
0.119433133857591,0.518456907879074,4.0804728567969,0.127058045984909,0.898894456721116,NA,"ENST00000609641"
0,NA,NA,NA,NA,NA,"ENST00000454360"
0.382909342462758,1.84791754530056,4.00456117275515,0.461453194390631,0.644473494706175,NA,"ENST00000493696"
0,NA,NA,NA,NA,NA,"ENST00000472972"
0.451379057275482,2.06208695916066,3.99126489711305,0.516649987489479,0.605400514170451,NA,"ENST00000359963"
0,NA,NA,NA,NA,NA,"ENST00000430910"
0.580234778513936,2.42867376429123,2.83392085092351,0.857001268578049,0.391444183532745,NA,"ENST00000558085"
2.1637050196344,4.32871429214254,3.19234465943937,1.35596708812223,0.175109639962604,0.426620619654116,"ENST00000592918"
2.09083313340068,2.19806273948759,1.75019182267114,1.25589818842423,0.2091528854699,NA,"ENST00000400593"
4.33446656448341,1.46027109884583,1.0885939885107,1.34142858977535,0.179781340373206,0.433012847086052,"ENST00000592107"
39.1214194614141,2.04274542348266,0.581459924474617,3.51313192448886,0.000442857531838946,0.00473826590009502,"ENST00000426585"
2.13762565804947,0.875642971916623,1.51465906954931,0.578112256098116,0.563188332969107,NA,"ENST00000591299"
3.98274144043871,1.66628207114704,1.26503321137906,1.31718444714235,0.187776805880964,0.443361902774499,"ENST00000588548"
1.17114852955241,3.44455999193021,2.43182526483633,1.41645045050638,0.156643661713133,NA,"ENST00000438850"
0.147484649934427,0.515636004105788,4.0804728567969,0.126366728122425,0.899441638099413,NA,"ENST00000383140"
0.433051464373586,2.0121098042775,3.04108135662307,0.661642872491849,0.508200124550207,NA,"ENST00000585784"
0.326534241698787,1.60312066630741,4.02520476940958,0.398270586999864,0.690430739161231,NA,"ENST00000636884"
12.1342857024206,1.30445225629178,0.699697511949776,1.86430883919652,0.0622783462368838,0.235856113223842,"ENST00000588424"
0.416928433252751,1.97555870869716,3.99801501580938,0.494134889660292,0.621210919061909,NA,"ENST00000508033"
0.884101790626733,3.03387150107239,2.56249818287634,1.18395069364184,0.236432581321053,NA,"ENST00000415121"
1.0578803149454,2.03394089731059,2.08917364210658,0.973562396306948,0.330273864984059,NA,"ENST00000510265"
0.354694643782604,1.75146056103247,4.0113499224181,0.43662622182227,0.662382442766521,NA,"ENST00000456726"
0,NA,NA,NA,NA,NA,"ENST00000457060"
0.383560526090177,1.85087893068857,4.00442901889206,0.462207950735674,0.64393220216991,NA,"ENST00000434304"
0,NA,NA,NA,NA,NA,"ENST00000423580"
2.02697637947969,-2.62662315103578,1.61457969301715,-1.62681542595611,0.103776304386603,NA,"ENST00000457911"
0.118168656990904,0.514531178231832,4.0804728567969,0.126095968847034,0.899655958396433,NA,"ENST00000422917"
1.88847960230318,4.13271907050479,2.12418126152089,1.94555857608207,0.0517077870103621,NA,"ENST00000331428"
0,NA,NA,NA,NA,NA,"ENST00000425038"
0,NA,NA,NA,NA,NA,"ENST00000423928"
0,NA,NA,NA,NA,NA,"ENST00000442797"
0,NA,NA,NA,NA,NA,"ENST00000637740"
0,NA,NA,NA,NA,NA,"ENST00000422608"
0.284409323016119,1.40112180408993,4.03940247157136,0.34686362994299,0.728693771345723,NA,"ENST00000404435"
1.34552763276959,-1.24665238599022,1.6943335798579,-0.735777417629161,0.46186616637681,NA,"ENST00000442403"
0,NA,NA,NA,NA,NA,"ENST00000448961"
0,NA,NA,NA,NA,NA,"ENST00000412238"
0,NA,NA,NA,NA,NA,"ENST00000427470"
0,NA,NA,NA,NA,NA,"ENST00000458718"
0,NA,NA,NA,NA,NA,"ENST00000523309"
0,NA,NA,NA,NA,NA,"ENST00000521969"
0,NA,NA,NA,NA,NA,"ENST00000517943"
0,NA,NA,NA,NA,NA,"ENST00000521497"
70.9487144022323,0.815961216974488,0.68879970353461,1.1846131942092,0.23617041785967,0.499779722441626,"ENST00000623130"
0,NA,NA,NA,NA,NA,"ENST00000400588"
0,NA,NA,NA,NA,NA,"ENST00000465611"
